Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
LACQW,Leisure Acquisition Corp.,0.6131,n/a,2017,Finance,Business Services,https://old.nasdaq.com/symbol/lacqw,
LMAT,"LeMaitre Vascular, Inc.",39.58,$805.14M,2006,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/lmat,
TREE,"LendingTree, Inc.",259.47,$3.41B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/tree,
LNSR,"LENSAR, Inc.",9.41,$100.11M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/lnsr,
LESL,"Leslie&#39;s, Inc.",20,$3.73B,2020,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/lesl,
LEVL,"Level One Bancorp, Inc.",21.77,$168.38M,2018,Finance,Major Banks,https://old.nasdaq.com/symbol/levl,
LEVLP,"Level One Bancorp, Inc.",25.75,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/levlp,
LXRX,"Lexicon Pharmaceuticals, Inc.",1.62,$190.31M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lxrx,
LX,LexinFintech Holdings Ltd.,7.42,$1.34B,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lx,
LFAC,LF Capital Acquistion Corp.,10.53,$169.54M,2018,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/lfac,
LFACU,LF Capital Acquistion Corp.,11.5,n/a,2018,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/lfacu,
LFACW,LF Capital Acquistion Corp.,1.78,n/a,2018,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/lfacw,
LGIH,"LGI Homes, Inc.",111.59,$2.8B,2013,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/lgih,
LHCG,LHC Group,198.37,$6.27B,2005,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/lhcg,
LI,Li Auto Inc.,39.48,$33.02B,2020,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/li,
LLIT,Lianluo Smart Limited,4.75,$2.14M,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/llit,
LBRDA,Liberty Broadband Corporation,157.14,$28.05B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/lbrda,
LBRDK,Liberty Broadband Corporation,157.97,$28.2B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/lbrdk,
LBTYA,Liberty Global plc,22.68,$13.22B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lbtya,
LBTYB,Liberty Global plc,22.55,$13.15B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/lbtyb,
LBTYK,Liberty Global plc,21.82,$12.72B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lbtyk,
LILA,Liberty Latin America Ltd.,11.79,$2.74B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/lila,
LILAK,Liberty Latin America Ltd.,11.72,$2.72B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/lilak,
BATRA,Liberty Media Corporation,26.21,$1.34B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/batra,
BATRK,Liberty Media Corporation,25.95,$1.33B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/batrk,
FWONA,Liberty Media Corporation,38.37,$8.89B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/fwona,
FWONK,Liberty Media Corporation,42.59,$9.87B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/fwonk,
LSXMA,Liberty Media Corporation,42.06,$14.32B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/lsxma,
LSXMB,Liberty Media Corporation,43,$14.64B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/lsxmb,
LSXMK,Liberty Media Corporation,42.23,$14.37B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/lsxmk,
LTRPA,"Liberty TripAdvisor Holdings, Inc.",2.99,$224.61M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/ltrpa,
LTRPB,"Liberty TripAdvisor Holdings, Inc.",33.6967,$2.53B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/ltrpb,
LSAC,LifeSci Acquisition Corp.,16.42,$134.72M,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lsac,
LSACU,LifeSci Acquisition Corp.,16.52,n/a,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lsacu,
LSACW,LifeSci Acquisition Corp.,1.85,n/a,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lsacw,
LSAQ,LifeSci Acquisition II Corp.,10.123,$94.9M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/lsaq,
LCUT,"Lifetime Brands, Inc.",13.43,$292.34M,1991,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lcut,
LFVN,Lifevantage Corporation,11.36,$162.04M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lfvn,
LWAY,"Lifeway Foods, Inc.",7.4,$115.47M,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/lway,
LGND,Ligand Pharmaceuticals Incorporated,85.92,$1.38B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lgnd,
LTBR,Lightbridge Corporation,3.36,$13.29M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/ltbr,
LPTH,"LightPath Technologies, Inc.",3.16,$82.51M,1996,Technology,Semiconductors,https://old.nasdaq.com/symbol/lpth,
LMB,"Limbach Holdings, Inc.",11.98,$94.96M,n/a,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/lmb,
LLNW,"Limelight Networks, Inc.",4.57,$561.99M,2007,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/llnw,
LMST,"Limestone Bancorp, Inc.",12.38,$92.85M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/lmst,
LMNL,Liminal BioSciences Inc.,4.14,$121.66M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lmnl,
LMNR,Limoneira Co,15.09,$268.84M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/lmnr,
LINC,Lincoln Educational Services Corporation,6.43,$170.24M,2005,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/linc,
LECO,"Lincoln Electric Holdings, Inc.",115.01,$6.84B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/leco,
LIND,Lindblad Expeditions Holdings Inc. ,12.91,$643.89M,2013,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/lind,
LGHL,Lion Group Holding Ltd.,2.64,$47.74M,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/lghl,
LGHLW,Lion Group Holding Ltd.,0.0953,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/lghlw,
LCAP,Lionheart Acquisition Corp. II,9.9,$291.06M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/lcap,
LCAPU,Lionheart Acquisition Corp. II,10.11,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/lcapu,
LCAPW,Lionheart Acquisition Corp. II,0.7497,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/lcapw,
LPCN,Lipocine Inc.,1.59,$104.44M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lpcn,
LIQT,"LiqTech International, Inc.",7.11,$153.97M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/liqt,
YVR,Liquid Media Group Ltd.,1.735,$17.34M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/yvr,
LQDA,Liquidia Corporation,3.03,$114.39M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/lqda,
LQDT,"Liquidity Services, Inc.",9.57,$325.81M,2006,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/lqdt,
LFUS,"Littelfuse, Inc.",242.39,$5.91B,n/a,Consumer Durables,Electrical Products,https://old.nasdaq.com/symbol/lfus,
LIVK,LIV Capital Acquisition Corp.,9.84,$99.7M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/livk,
LIVKU,LIV Capital Acquisition Corp.,10.19,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/livku,
LIVKW,LIV Capital Acquisition Corp.,0.47,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/livkw,
LIVN,LivaNova PLC,54.25,$2.64B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/livn,
LOB,"Live Oak Bancshares, Inc.",44.28,$1.8B,2015,Finance,Major Banks,https://old.nasdaq.com/symbol/lob,
LIVE,Live Ventures Incorporated,12.5083,$20.05M,n/a,Finance,Finance/Investors Services,https://old.nasdaq.com/symbol/live,
LPSN,"LivePerson, Inc.",57.89,$3.87B,2000,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/lpsn,
LIVX,"LiveXLive Media, Inc.",2.49,$179.54M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/livx,
LXEH,"Lixiang Education Holding Co., Ltd.",9.26,$123.47M,2020,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/lxeh,
LIXT,"Lixte Biotechnology Holdings, Inc.",3.65,$40.79M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lixt,
LIXTW,"Lixte Biotechnology Holdings, Inc.",1.11,n/a,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lixtw,
LIZI,LIZHI INC.,2.43,$112.11M,2020,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/lizi,
LKQ,LKQ Corporation,35.98,$10.95B,n/a,Consumer Services,Motor Vehicles,https://old.nasdaq.com/symbol/lkq,
LMFA,"LM Funding America, Inc.",0.717,$11.04M,2015,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lmfa,
LMPX,"LMP Automotive Holdings, Inc.",28.64,$283.63M,2019,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/lmpx,
LOGC,"LogicBio Therapeutics, Inc.",6.59,$209.47M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/logc,
LOGI,Logitech International S.A.,86.95,$14.71B,1997,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/logi,
CNCR,Loncar Cancer Immunotherapy ETF,31.537,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cncr,
CHNA,Loncar China BioPharma ETF,30.1,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/chna,
LOAC,Longevity Acquisition Corporation,10.61,$27.87M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/loac,
LOACR,Longevity Acquisition Corporation,0.8042,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/loacr,
LOACU,Longevity Acquisition Corporation,12.05,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/loacu,
LOACW,Longevity Acquisition Corporation,0.675,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/loacw,
LOOP,"Loop Industries, Inc.",8.22,$346.99M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/loop,
LORL,"Loral Space and Communications, Inc.",24,$742.39M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/lorl,
RIDE,Lordstown Motors Corp.,26.5,$4.37B,2019,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/ride,
RIDEW,Lordstown Motors Corp.,10.1,n/a,2019,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/ridew,
LPLA,LPL Financial Holdings Inc.,92.74,$7.35B,2010,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/lpla,
LYTS,LSI Industries Inc.,8.2,$216.11M,1985,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/lyts,
LULU,lululemon athletica inc.,365.39,$47.62B,2007,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/lulu,
LITE,Lumentum Holdings Inc.,84.53,$6.38B,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/lite,
LMNX,Luminex Corporation,22.77,$1.06B,2000,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/lmnx,
LUMO,"Lumos Pharma, Inc.",14.99,$124.37M,2011,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lumo,
LUNA,Luna Innovations Incorporated,9.82,$302.83M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/luna,
LKCO,Luokung Technology Corp,0.56,$112.74M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/lkco,
LBC,Luther Burbank Corporation,10.27,$538.25M,2003,Finance,Major Banks,https://old.nasdaq.com/symbol/lbc,
LUXAU,Lux Health Tech Acquisition Corp.,10.38,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/luxau,
LYFT,"Lyft, Inc.",39.04,$12.4B,2019,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/lyft,
LYRA,"Lyra Therapeutics, Inc.",12.9,$166.76M,2020,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/lyra,
MCBC,Macatawa Bank Corporation,8.11,$276.56M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mcbc,
MFNC,Mackinac Financial Corporation,12.4,$130.62M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mfnc,
MTSI,"MACOM Technology Solutions Holdings, Inc.",44.78,$3.04B,2012,Technology,Semiconductors,https://old.nasdaq.com/symbol/mtsi,
MGNX,"MacroGenics, Inc.",23.07,$1.3B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mgnx,
MDGL,"Madrigal Pharmaceuticals, Inc.",119.11,$1.84B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mdgl,
MAGS,Magal Security Systems Ltd.,4.2009,$97.27M,1993,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/mags,
MGLN,"Magellan Health, Inc.",80.92,$2.07B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/mgln,
MGTA,"Magenta Therapeutics, Inc.",7.01,$338.62M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mgta,
MGIC,Magic Software Enterprises Ltd.,16.58,$812.04M,1991,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mgic,
MGNI,"Magnite, Inc.",19.47,$2.18B,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mgni,
MGYR,"Magyar Bancorp, Inc.",8.56,$49.74M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/mgyr,
MHLD,"Maiden Holdings, Ltd.",2.24,$189.95M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhld,
MNSB,"MainStreet Bancshares, Inc.",16.26,$122.41M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mnsb,
MNSBP,"MainStreet Bancshares, Inc.",25.83,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mnsbp,
MMYT,MakeMyTrip Limited,25.59,$2.64B,2010,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/mmyt,
MLAC,Malacca Straits Acquisition Company Limited,9.7748,$175.64M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/mlac,
MLACU,Malacca Straits Acquisition Company Limited,10,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/mlacu,
MLACW,Malacca Straits Acquisition Company Limited,0.535,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/mlacw,
MBUU,"Malibu Boats, Inc.",59.06,$1.22B,2014,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mbuu,
MACU,Mallard Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/macu,
MACUU,Mallard Acquisition Corp.,10,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/macuu,
MACUW,Mallard Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/macuw,
MLVF,"Malvern Bancorp, Inc.",15.89,$120.92M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/mlvf,
TUSK,"Mammoth Energy Services, Inc.",2.25,$102.97M,2016,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/tusk,
MANH,"Manhattan Associates, Inc.",99.59,$6.33B,1998,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/manh,
LOAN,"Manhattan Bridge Capital, Inc",4.935,$47.47M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/loan,
MNTX,"Manitex International, Inc.",4.48,$88.67M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mntx,
MTEX,"Mannatech, Incorporated",18.4,$38.42M,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/mtex,
MNKD,MannKind Corporation,3.08,$716.41M,2004,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnkd,
MANT,ManTech International Corporation,78.46,$3.17B,2002,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/mant,
MARA,"Marathon Patent Group, Inc.",4.28,$225.32M,n/a,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/mara,
MRVI,"Maravai LifeSciences Holdings, Inc.",29.16,$2.59B,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrvi,
MCHX,"Marchex, Inc.",2.17,$85.87M,2004,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mchx,
MRIN,Marin Software Incorporated,2.22,$20.01M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/mrin,
MARPS,Marine Petroleum Trust,3.47,$6.94M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/marps,
MRNS,"Marinus Pharmaceuticals, Inc.",14.64,$447.9M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrns,
MRKR,"Marker Therapeutics, Inc.",1.69,$81.16M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrkr,
MKTX,"MarketAxess Holdings, Inc.",533.89,$20.27B,2004,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/mktx,
MRLN,Marlin Business Services Corp.,10.64,$127.41M,2003,Finance,Major Banks,https://old.nasdaq.com/symbol/mrln,
MAR,Marriott International,128.35,$41.63B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mar,
MBII,"Marrone Bio Innovations, Inc.",1.18,$176.26M,2013,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/mbii,
MRTN,"Marten Transport, Ltd.",17.79,$1.47B,1986,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/mrtn,
MMLP,Martin Midstream Partners L.P.,1.74,$67.6M,2002,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/mmlp,
MRVL,Marvell Technology Group Ltd.,45.11,$30.29B,2000,Technology,Semiconductors,https://old.nasdaq.com/symbol/mrvl,
MASI,Masimo Corporation,254.41,$14.01B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/masi,
MCFT,"MasterCraft Boat Holdings, Inc.",22.61,$428.51M,2015,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mcft,
MTCH,"Match Group, Inc.",139.63,$37.14B,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mtch,
MTLS,Materialise NV,44,$2.38B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mtls,
MTRX,Matrix Service Company,10.43,$276.07M,1990,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/mtrx,
MAT,"Mattel, Inc.",15.94,$5.55B,n/a,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/mat,
MATW,Matthews International Corporation,28.65,$910.83M,1994,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/matw,
MVNR,Mavenir plc,n/a,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mvnr,
MAXN,"Maxeon Solar Technologies, Ltd.",25.09,$840.45M,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/maxn,
MXIM,"Maxim Integrated Products, Inc.",82.41,$22.03B,1988,Technology,Semiconductors,https://old.nasdaq.com/symbol/mxim,
MCFE,McAfee Corp.,16.88,$7.16B,2020,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mcfe,
MGRC,McGrath RentCorp,64.86,$1.56B,1984,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/mgrc,
MDCA,MDC Partners Inc.,2.35,$172.8M,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/mdca,
MDJH,MDJM LTD,3.579,$41.66M,2019,Finance,Real Estate,https://old.nasdaq.com/symbol/mdjh,
MDRR,"Medalist Diversified REIT, Inc.",2.26,$10.84M,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mdrr,
MDRRP,"Medalist Diversified REIT, Inc.",12.99,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mdrrp,
MBNKP,Medallion Bank,20,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/mbnkp,
MFIN,Medallion Financial Corp.,5.59,$138.71M,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mfin,
MFINL,Medallion Financial Corp.,25.5,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mfinl,
MDVL,"MedAvail Holdings, Inc. ",17.6,$17.88M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mdvl,
MDIA,Mediaco Holding Inc.,2.4999,$17.74M,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/mdia,
MDNA,Medicenna Therapeutics Corp.,3.91,$190.8M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mdna,
MNOV,"MediciNova, Inc.",5.97,$268.22M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnov,
MDGS,Medigus Ltd.,2.94,$22.52M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mdgs,
MDGSW,Medigus Ltd.,0.45,n/a,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mdgsw,
MDWD,MediWound Ltd.,3.83,$104.23M,2014,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/mdwd,
MEDP,"Medpace Holdings, Inc.",124.11,$4.44B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/medp,
MEIP,"MEI Pharma, Inc.",3.02,$339.82M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/meip,
MGTX,MeiraGTx Holdings plc,13.9,$603.43M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/mgtx,
MLCO,Melco Resorts & Entertainment Limited,18.49,$8.82B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mlco,
MTSL,MER Telemanagement Solutions Ltd.,1.29,$5.69M,1997,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/mtsl,
MELI,"MercadoLibre, Inc.",1513.43,$75.33B,2007,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/meli,
MBWM,Mercantile Bank Corporation,25.55,$414.77M,1998,Finance,Major Banks,https://old.nasdaq.com/symbol/mbwm,
MERC,Mercer International Inc.,8.24,$542.75M,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/merc,
MBIN,Merchants Bancorp,27.35,$786.19M,2017,Finance,Major Banks,https://old.nasdaq.com/symbol/mbin,
MBINO,Merchants Bancorp,26.25,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mbino,
MBINP,Merchants Bancorp,28,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mbinp,
MFH,Mercurity Fintech Holding Inc.,2.55,$20.97M,2015,Technology,EDP Services,https://old.nasdaq.com/symbol/mfh,
MRCY,Mercury Systems Inc,70.86,$3.97B,1998,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/mrcy,
MREO,Mereo BioPharma Group plc,2.435,$164.95M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mreo,
MCMJ,Merida Merger Corp. I,9.8501,$161.27M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/mcmj,
MCMJW,Merida Merger Corp. I,1,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/mcmjw,
EBSB,"Meridian Bancorp, Inc.",14.38,$753.7M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ebsb,
VIVO,Meridian Bioscience Inc.,18.74,$807.25M,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/vivo,
MRBK,Meridian Corporation,18.65,$114.37M,2017,n/a,n/a,https://old.nasdaq.com/symbol/mrbk,
MMSI,"Merit Medical Systems, Inc.",54.8,$3.04B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mmsi,
SNUG,Merlyn.AI Tactical Growth & Income ETF,26.7057,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/snug,
MACK,"Merrimack Pharmaceuticals, Inc.",3.83,$51.25M,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mack,
MRSN,"Mersana Therapeutics, Inc.",25.11,$1.72B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrsn,
MRUS,Merus N.V.,16.5,$479.96M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrus,
MESA,"Mesa Air Group, Inc.",6.68,$236.57M,2018,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/mesa,
MLAB,"Mesa Laboratories, Inc.",274.62,$1.41B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mlab,
MESO,Mesoblast Limited,14.93,$1.75B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/meso,
CASH,"Meta Financial Group, Inc.",34.92,$1.2B,1993,Finance,Major Banks,https://old.nasdaq.com/symbol/cash,
MTCR,"Metacrine, Inc.",7.75,$201.16M,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mtcr,
METX,Meten EdtechX Education Group Ltd.,3.01,$160.41M,n/a,Finance,Business Services,https://old.nasdaq.com/symbol/metx,
METXW,Meten EdtechX Education Group Ltd.,0.2199,n/a,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/metxw,
MEOH,Methanex Corporation,42.2,$3.22B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/meoh,
MCBS,"MetroCity Bankshares, Inc.",14.34,$368.17M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/mcbs,
MGEE,MGE Energy Inc.,70.97,$2.57B,n/a,Energy,Electric Utilities: Central,https://old.nasdaq.com/symbol/mgee,
