Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
VCVCU,10X Capital Venture Acquisition Corp,10.07,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/vcvcu,
TXG,"10x Genomics, Inc.",150.67,$16.21B,2019,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/txg,
YI,"111, Inc.",7.14,$588.05M,2018,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/yi,
PIH,"1347 Property Insurance Holdings, Inc.",3.15,$15.62M,2014,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pih,
PIHPP,"1347 Property Insurance Holdings, Inc.",24.965,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pihpp,
TURN,180 Degree Capital Corp.,2.03,$63.18M,n/a,Finance,Finance/Investors Services,https://old.nasdaq.com/symbol/turn,
ATNF,180 Life Sciences Corp.,2.91,$71M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atnf,
ATNFW,180 Life Sciences Corp.,0.1999,n/a,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atnfw,
FLWS,"1-800-FLOWERS.COM, Inc.",24.97,$1.61B,1999,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/flws,
BCOW,"1895 Bancorp of Wisconsin, Inc.",9.86,$47.03M,2019,Finance,Banks,https://old.nasdaq.com/symbol/bcow,
ONEM,"1Life Healthcare, Inc.",33.63,$4.47B,2020,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/onem,
FCCY,1st Constitution Bancorp (NJ),16.5,$168.92M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fccy,
SRCE,1st Source Corporation,39.16,$1B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/srce,
VNET,"21Vianet Group, Inc.",29.99,$3.99B,2011,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/vnet,
TWOU,"2U, Inc.",33.13,$2.39B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/twou,
QFIN,"360 DigiTech, Inc.",13.19,$1.94B,2018,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/qfin,
KRKR,36Kr Holdings Inc.,3.45,$129.36M,2019,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/krkr,
FVAM,5:01 Acquisition Corp.,10.14,$110.74M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/fvam,
JOBS,"51job, Inc.",72.1,$4.86B,2004,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/jobs,
ETNB,"89bio, Inc.",27.28,$542.3M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/etnb,
EGHT,8x8 Inc,20.29,$2.16B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/eght,
NMTR,"9 Meters Biopharma, Inc.",1.07,$160.85M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nmtr,
JFU,9F Inc.,1.64,$320.11M,2019,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jfu,
AAON,"AAON, Inc.",65.92,$3.44B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aaon,
ABCM,Abcam plc,19.03,$4.31B,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/abcm,
ABEO,Abeona Therapeutics Inc.,1.65,$162.57M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abeo,
ABMD,"ABIOMED, Inc.",271.9,$12.29B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/abmd,
AXAS,Abraxas Petroleum Corporation,2.59,$21.76M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/axas,
ABST,Absolute Software Corporation,10.21,$498.02M,2020,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/abst,
ACIU,AC Immune SA,5.57,$399.6M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aciu,
ACIA,"Acacia Communications, Inc.",69.71,$2.94B,2016,Technology,Semiconductors,https://old.nasdaq.com/symbol/acia,
ACTG,Acacia Research Corporation,3.7,$182.33M,n/a,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/actg,
ASO,"Academy Sports and Outdoors, Inc.",16.58,$1.49B,2020,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/aso,
ACHC,"Acadia Healthcare Company, Inc.",43.18,$3.84B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/achc,
ACAD,ACADIA Pharmaceuticals Inc.,56,$8.9B,1985,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acad,
ACAM,Acamar Partners Acquisition Corp.,10.2,$389.61M,2019,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/acam,
ACAMU,Acamar Partners Acquisition Corp.,10.9,n/a,2019,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/acamu,
ACAMW,Acamar Partners Acquisition Corp.,1.3,n/a,2019,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/acamw,
ACST,"Acasti Pharma, Inc.",0.2527,$24.48M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acst,
AXDX,"Accelerate Diagnostics, Inc.",8.12,$463.08M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/axdx,
ACCP,"Accelerated Pharma, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/accp,
XLRN,Acceleron Pharma Inc.,117.75,$7.09B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/xlrn,
ACCD,"Accolade, Inc.",51.84,$2.85B,2020,n/a,n/a,https://old.nasdaq.com/symbol/accd,
ARAY,Accuray Incorporated,4.3,$392.17M,2007,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/aray,
ACEV,ACE Convergence Acquisition Corp.,9.85,$283.19M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/acev,
ACEVU,ACE Convergence Acquisition Corp.,10.1,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/acevu,
ACEVW,ACE Convergence Acquisition Corp.,0.7525,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/acevw,
ACLL,"ACell, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/acll,
ACRX,"AcelRx Pharmaceuticals, Inc.",1.52,$137.53M,2011,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acrx,
ACER,Acer Therapeutics Inc.,2.6,$31.94M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acer,
ACHV,"Achieve Life Sciences, Inc. ",9.1,$32.92M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/achv,
ACIW,"ACI Worldwide, Inc.",33.14,$3.87B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/aciw,
ACACU,Acies Acquisition Corp.,10.1,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/acacu,
ACRS,"Aclaris Therapeutics, Inc.",3.32,$142.49M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acrs,
ACMR,"ACM Research, Inc.",83.72,$1.55B,2017,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/acmr,
ACNB,ACNB Corporation,26.55,$231.07M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/acnb,
STWO,ACON S2 Acquisition Corp.,n/a,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/stwo,
STWOU,ACON S2 Acquisition Corp.,10.1,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/stwou,
STWOW,ACON S2 Acquisition Corp.,1.05,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/stwow,
ACOR,"Acorda Therapeutics, Inc.",0.6915,$33.17M,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/acor,
ATVI,"Activision Blizzard, Inc",78.14,$60.39B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/atvi,
AFIB,"Acutus Medical, Inc.",28.77,$801.13M,2020,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/afib,
ADMS,"Adamas Pharmaceuticals, Inc.",4.45,$126.92M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adms,
ADMP,Adamis Pharmaceuticals Corporation,0.44,$41.21M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/admp,
AHCO,AdaptHealth Corp. ,29.75,$2.67B,2018,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/ahco,
ADAP,Adaptimmune Therapeutics plc,4.91,$759.96M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adap,
ADPT,Adaptive Biotechnologies Corporation,47,$6.43B,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adpt,
ADXN,Addex Therapeutics Ltd,10.6177,$47.34M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adxn,
ADUS,Addus HomeCare Corporation,96.25,$1.52B,2009,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/adus,
AEY,"ADDvantage Technologies Group, Inc.",3.15,$37.14M,n/a,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/aey,
ADIL,"Adial Pharmaceuticals, Inc",1.95,$27.73M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adil,
ADILW,"Adial Pharmaceuticals, Inc",0.3011,n/a,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adilw,
ACET,"Adicet Bio, Inc.",12.43,$243.5M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acet,
ADTX,"ADiTx Therapeutics, Inc.",1.97,$24.19M,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adtx,
ADMA,ADMA Biologics Inc,1.9,$179.64M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adma,
ADBE,Adobe Inc.,477.03,$228.84B,1986,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/adbe,
ADTN,"ADTRAN, Inc.",12.85,$616.24M,1994,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/adtn,
ADES,"Advanced Emissions Solutions, Inc.",6.02,$111.66M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ades,
AEIS,"Advanced Energy Industries, Inc.",97.38,$3.73B,1995,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aeis,
AMD,"Advanced Micro Devices, Inc.",87.19,$104.86B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/amd,
ADV,Advantage Solutions Inc. ,10.42,$3.27B,2019,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/adv,
ADVWW,Advantage Solutions Inc. ,1.8,n/a,2019,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/advww,
ADXS,"Advaxis, Inc.",0.2853,$18.89M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adxs,
ADVM,"Adverum Biotechnologies, Inc.",14.1,$1.37B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/advm,
DWEQ,AdvisorShares Dorsey Wright Alpha Equal Weight ETF,26.6869,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dweq,
DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,34.67,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwaw,
DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,32.8711,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwus,
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,25.67,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwmc,
DWSH,AdvisorShares Dorsey Wright Short ETF,12.07,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwsh,
AEGN,Aegion Corp,17.73,$545.6M,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/aegn,
AGLE,"Aeglea BioTherapeutics, Inc.",8.61,$412.74M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agle,
AEHR,Aehr Test Systems,1.705,$39.74M,1997,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/aehr,
AMTX,"Aemetis, Inc",2.21,$48.21M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/amtx,
ARBGU,Aequi Acquisition Corp.,9.88,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/arbgu,
AERI,"Aerie Pharmaceuticals, Inc.",13,$608.59M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/aeri,
AVAV,"AeroVironment, Inc.",86.66,$2.09B,2007,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/avav,
ARPO,"Aerpio Pharmaceuticals, Inc.",1.62,$76.32M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arpo,
AIH,Aesthetic Medical International Holdings Group Ltd.,5.74,$135.54M,2019,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/aih,
AEZS,AEterna Zentaris Inc.,0.41,$25.7M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aezs,
AEMD,"Aethlon Medical, Inc.",1.82,$22M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/aemd,
AFMD,Affimed N.V.,5.29,$467.24M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/afmd,
AFYA,Afya Limited,27.79,$2.59B,2019,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/afya,
AGBA,AGBA Acquisition Limited,10.5,$62.74M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/agba,
AGBAR,AGBA Acquisition Limited,0.3045,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/agbar,
AGBAU,AGBA Acquisition Limited,11.94,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/agbau,
AGBAW,AGBA Acquisition Limited,0.38,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/agbaw,
AGEN,Agenus Inc.,3.71,$705.45M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/agen,
AGRX,"Agile Therapeutics, Inc.",2.74,$239.57M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agrx,
AGYS,"Agilysys, Inc.",38.43,$906.61M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/agys,
AGIO,"Agios Pharmaceuticals, Inc.",44.67,$3.09B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agio,
AGMH,AGM Group Holdings Inc.,14.82,$428.17M,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/agmh,
AGNC,AGNC Investment Corp.,15.57,$8.49B,2008,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agnc,
AGNCM,AGNC Investment Corp.,23.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncm,
AGNCN,AGNC Investment Corp.,23.99,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncn,
AGNCO,AGNC Investment Corp.,23.19,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agnco,
AGNCP,AGNC Investment Corp.,22.3,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncp,
API,"Agora, Inc.",40.65,$16.13B,2020,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/api,
AGFS,"AgroFresh Solutions, Inc.",2.37,$125.74M,2014,Finance,Business Services,https://old.nasdaq.com/symbol/agfs,
AIKI,AIkido Pharma Inc.,0.51,$17.81M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/aiki,
ALRN,"Aileron Therapeutics, Inc.",1.09,$44.35M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alrn,
AIRT,"Air T, Inc.",10.8574,$31.29M,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airt,
AIRTP,"Air T, Inc.",22.42,n/a,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airtp,
AIRTW,"Air T, Inc.",0.0415,n/a,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airtw,
ATSG,"Air Transport Services Group, Inc",30.87,$1.84B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/atsg,
AIRG,"Airgain, Inc.",13.47,$131.57M,2016,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/airg,
ANTE,AirNet Technology Inc.,1.27,$15.96M,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/ante,
AKAM,"Akamai Technologies, Inc.",104.32,$16.98B,1999,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/akam,
AKTX,Akari Therapeutics Plc,1.57,$60.4M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aktx,
AKBA,"Akebia Therapeutics, Inc.",3.39,$489.99M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akba,
KERN,Akerna Corp.,3.9,$54.83M,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/kern,
KERNW,Akerna Corp.,0.52,n/a,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/kernw,
AKRO,"Akero Therapeutics, Inc.",29.23,$1.01B,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akro,
AKER,Akers Biosciences Inc.,1.91,$35.58M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/aker,
AKUS,"Akouos, Inc.",20.71,$712.06M,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akus,
AKTS,"Akoustis Technologies, Inc.",7.98,$308.25M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/akts,
AKU,Akumin Inc.,3.29,$230.89M,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/aku,
ALRM,"Alarm.com Holdings, Inc.",74.42,$3.65B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/alrm,
ALSK,"Alaska Communications Systems Group, Inc.",3.14,$169M,1999,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/alsk,
ALAC,Alberton Acquisition Corporation,11.445,$52.83M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alac,
ALACR,Alberton Acquisition Corporation,0.4001,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alacr,
ALACU,Alberton Acquisition Corporation,11.2,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alacu,
ALACW,Alberton Acquisition Corporation,0.8999,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alacw,
ALBO,"Albireo Pharma, Inc.",36.31,$692.69M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/albo,
ALDX,"Aldeyra Therapeutics, Inc.",6.94,$269.41M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aldx,
ALEC,"Alector, Inc.",13.29,$1.05B,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alec,
ALRS,Alerus Financial Corporation,25.07,$429.25M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/alrs,
ALXN,"Alexion Pharmaceuticals, Inc.",123.83,$27.1B,1996,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alxn,
ALCO,"Alico, Inc.",32.15,$240.86M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/alco,
ALIT,Alight Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alit,
ALGN,"Align Technology, Inc.",475.5,$37.49B,2001,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/algn,
ALGS,"Aligos Therapeutics, Inc.",18.16,$669.93M,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/algs,
ALIM,"Alimera Sciences, Inc.",4.71,$24.17M,2010,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alim,
ALYA,Alithya Group inc.,2.43,$141.14M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/alya,
ALJJ,"ALJ Regional Holdings, Inc.",1.07,$45.12M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/aljj,
ALKS,Alkermes plc,18.5,$2.94B,1991,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alks,
ALLK,Allakos Inc.,104.71,$5.5B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/allk,
ABTX,"Allegiance Bancshares, Inc.",32.4,$662.5M,2015,Finance,Major Banks,https://old.nasdaq.com/symbol/abtx,
ALGT,Allegiant Travel Company,177.69,$2.91B,2006,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/algt,
ALGM,"Allegro MicroSystems, Inc.",25.41,$4.81B,2020,Technology,Semiconductors,https://old.nasdaq.com/symbol/algm,
ALNA,"Allena Pharmaceuticals, Inc.",1.46,$55.9M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alna,
ARLP,"Alliance Resource Partners, L.P.",4.64,$590.19M,1999,Energy,Coal Mining,https://old.nasdaq.com/symbol/arlp,
LNT,Alliant Energy Corporation,52.76,$13.18B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/lnt,
AESE,"Allied Esports Entertainment, Inc.",1.06,$37.22M,2017,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/aese,
AHPI,"Allied Healthcare Products, Inc.",5.12,$20.55M,1992,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ahpi,
AMOT,"Allied Motion Technologies, Inc.",42.25,$412.26M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/amot,
ALLO,"Allogene Therapeutics, Inc.",31.52,$4.42B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/allo,
ALLT,Allot Ltd.,9.92,$349.31M,2006,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/allt,
ALVR,"AlloVir, Inc.",34.97,$2.19B,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alvr,
MDRX,"Allscripts Healthcare Solutions, Inc.",14.21,$2.24B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/mdrx,
ALNY,"Alnylam Pharmaceuticals, Inc.",129.86,$15.09B,2004,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alny,
AOSL,Alpha and Omega Semiconductor Limited,25.03,$637.95M,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/aosl,
AHAC,Alpha Healthcare Acquisition Corp.,n/a,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ahac,
AHACU,Alpha Healthcare Acquisition Corp.,9.9402,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ahacu,
AHACW,Alpha Healthcare Acquisition Corp.,1.15,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ahacw,
GOOG,Alphabet Inc.,1793.19,$1212.96B,2004,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/goog,
GOOGL,Alphabet Inc.,1787.02,$1208.79B,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/googl,
SMCP,AlphaMark Actively Managed Small Cap ETF,24.9337,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/smcp,
ATEC,"Alphatec Holdings, Inc.",10.6,$831.31M,2006,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atec,
ALPN,"Alpine Immune Sciences, Inc.",9.84,$234.22M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alpn,
ALTA,Altabancorp,27.43,$515.78M,2015,Finance,Major Banks,https://old.nasdaq.com/symbol/alta,
ALTR,Altair Engineering Inc.,53.18,$3.92B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/altr,
ATHE,Alterity Therapeutics Limited,1.55,$52.47M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/athe,
AGCUU,Altimeter Growth Corp.,12.08,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/agcuu,
ALT,"Altimmune, Inc.",10.52,$347.91M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alt,
ASPS,Altisource Portfolio Solutions S.A.,13.05,$204.23M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/asps,
ALTU,Altitude Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/altu,
ALTUU,Altitude Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/altuu,
AIMC,Altra Industrial Motion Corp.,57.87,$3.75B,2006,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aimc,
ALTM,Altus Midstream Company,40,$649.86M,2017,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/altm,
ALXO,ALX Oncology Holdings Inc.,68.51,$2.54B,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alxo,
AMAL,Amalgamated Bank,13.45,$417.62M,2018,Consumer Non-Durables,Textiles,https://old.nasdaq.com/symbol/amal,
AMRN,Amarin Corporation plc,4.6,$1.79B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amrn,
AMRK,"A-Mark Precious Metals, Inc.",30.46,$215.96M,n/a,Basic Industries,Other Specialty Stores,https://old.nasdaq.com/symbol/amrk,
AMZN,"Amazon.com, Inc.",3195.34,$1603.27B,1997,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/amzn,
AMBC,"Ambac Financial Group, Inc.",15.22,$697.22M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ambc,
AMBA,"Ambarella, Inc.",77.87,$2.7B,2012,Technology,Semiconductors,https://old.nasdaq.com/symbol/amba,
AMCX,AMC Networks Inc.,34.11,$1.41B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/amcx,
AMCI,AMCI Acquisition Corp.,11.52,$235.45M,2018,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/amci,
AMCIU,AMCI Acquisition Corp.,12.2835,n/a,2018,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/amciu,
AMCIW,AMCI Acquisition Corp.,1.36,n/a,2018,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/amciw,
DOX,Amdocs Limited,66.73,$8.88B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/dox,
AMED,Amedisys Inc,240.67,$7.9B,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/amed,
