"[1] ""TXG""",,,,,
"[1] ""FLWS""",,,,,
"[1] ""FCCY""",,,,,
"[1] ""VNET""",,,,,
"[1] ""TWOU""",,,,,
"[1] ""QFIN""",,,,,
"[1] ""ETNB""",,,,,
"[1] ""EGHT""",,,,,
"[1] ""ABMD""",,,,,
"[1] ""ABST""",,,,,
"[1] ""ACHC""",,,,,
"[1] ""XLRN""",,,,,
"[1] ""ACMR""",,,,,
"[1] ""AHCO""",,,,,
"[1] ""ADPT""",,,,,
"[1] ""ADUS""",,,,,
"[1] ""ACET""",,,,,
"[1] ""ADTN""",,,,,
"[1] ""AEIS""",,,,,
"[1] ""AMD""",,,,,
"[1] ""ADVM""",,,,,
"[1] ""DWSH""",,,,,
"[1] ""AERI""",,,,,
"[1] ""AGYS""",,,,,
"[1] ""AGNC""",,,,,
"[1] ""AGNCM""",,,,,
"[1] ""AGNCN""",,,,,
"[1] ""AGNCO""",,,,,
"[1] ""AIRG""",,,,,
"[1] ""AKRO""",,,,,
"[1] ""ALRM""",,,,,
"[1] ""ALBO""",,,,,
"[1] ""ALEC""",,,,,
"[1] ""ALGN""",,,,,
"[1] ""ALLK""",,,,,
"[1] ""ALGT""",,,,,
"[1] ""AMOT""",,,,,
"[1] ""ALLO""",,,,,
"[1] ""MDRX""",,,,,
"[1] ""AOSL""",,,,,
"[1] ""ATEC""",,,,,
"[1] ""ALTR""",,,,,
"[1] ""ALT""",,,,,
"[1] ""ASPS""",,,,,
"[1] ""AIMC""",,,,,
"[1] ""ALTM""",,,,,
"[1] ""AMAL""",,,,,
"[1] ""AMRK""",,,,,
"[1] ""AMBC""",,,,,
"[1] ""AMBA""",,,,,
"[1] ""AMTB""",,,,,
"[1] ""AMTBB""",,,,,
"[1] ""AAL""",,,,,
"[1] ""AFINP""",,,,,
"[1] ""AMSC""",,,,,
"[1] ""AMWD""",,,,,
"[1] ""CRMT""",,,,,
"[1] ""ABCB""",,,,,
"[1] ""FOLD""",,,,,
"[1] ""AMKR""",,,,,
"[1] ""IBUY""",,,,,
"[1] ""ANAB""",,,,,
"[1] ""ANGI""",,,,,
"[1] ""ANIP""",,,,,
"[1] ""ANIK""",,,,,
"[1] ""APA""",,,,,
"[1] ""APLS""",,,,,
"[1] ""APOG""",,,,,
"[1] ""AINV""",,,,,
"[1] ""APPN""",,,,,
"[1] ""AAPL""",,,,,
"[1] ""APLT""",,,,,
